H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
0.0978491306304931,0.2113721370697021,0.1135230064392089,0.114051342010498,0.11505126953125,0.0009999275207519,0.0926580429077148,0.0962719917297363,0.0036139488220214,0.1067655086517334,0.5122857093811035,0.4055202007293701,0.0966572761535644,0.2263979911804199,0.1297407150268554,0.2144360542297363,0.2433936595916748,0.0289576053619384,0.0922551155090332,0.1212127208709716,0.1159977912902832,0.1440613269805908,0.1617038249969482,0.0176424980163574,0.0920374393463134,0.1620321273803711,0.0699946880340576,0.1020631790161132,0.1439747810363769,0.0419116020202636,0.1418559551239013
0.0930790901184082,0.1717422008514404,0.0786631107330322,0.1118478775024414,0.1274647712707519,0.0156168937683105,0.0840094089508056,0.0996267795562744,0.0156173706054687,0.0944225788116455,0.4116373062133789,0.3172147274017334,0.1000740528106689,0.2426609992980957,0.1425869464874267,0.2140810489654541,0.2374956607818603,0.0234146118164062,0.122307538986206,0.1457221508026123,0.1392638683319091,0.1107401847839355,0.1300292015075683,0.0192890167236328,0.0909738540649414,0.1333658695220947,0.0423920154571533,0.1164968013763427,0.1670424938201904,0.0505456924438476,0.0791661739349365
0.1063215732574462,0.2617194652557373,0.155397891998291,0.0994725227355957,0.1344850063323974,0.0350124835968017,0.0931677818298339,0.1039159297943115,0.0107481479644775,0.0989139080047607,0.4467306137084961,0.3478167057037353,0.0940690040588378,0.2849433422088623,0.1908743381500244,0.2396752834320068,0.3258588314056396,0.0861835479736328,0.1001331806182861,0.2837352752685547,0.1836020946502685,0.1001029014587402,0.1166481971740722,0.016545295715332,0.1164069175720214,0.1628274917602539,0.0464205741882324,0.1292614936828613,0.1395726203918457,0.0103111267089843,0.10935640335083
0.0926630496978759,0.2044479846954345,0.1117849349975586,0.0990896224975586,0.1178188323974609,0.0187292098999023,0.1050176620483398,0.1070089340209961,0.0019912719726562,0.0935485363006591,0.3126204013824463,0.2190718650817871,0.1002745628356933,0.2609505653381347,0.1606760025024414,0.2384889125823974,0.2595777511596679,0.0210888385772705,0.1026124954223632,0.1237013339996337,0.1176269054412841,0.137399673461914,0.15830659866333,0.020906925201416,0.1203024387359619,0.1373515129089355,0.0170490741729736,0.1105377674102783,0.1625914573669433,0.052053689956665,0.1156997680664062
0.1060335636138916,0.6026997566223145,0.4966661930084228,0.0911064147949218,0.5877726078033447,0.1072213649749755,0.0734391212463378,0.1299703121185302,0.0565311908721923,0.1253654956817627,0.397059679031372,0.2716941833496094,0.0904562473297119,0.2132916450500488,0.1228353977203369,0.2155389785766601,0.3559441566467285,0.1404051780700683,0.0744342803955078,0.2148394584655761,0.1094498634338378,0.1040279865264892,0.1475918292999267,0.0435638427734375,0.098421573638916,0.1419854164123535,0.1117055416107177,0.130695104598999,0.179781436920166,0.0490863323211669,0.1096799373626709
0.1049656867980957,0.2245395183563232,0.1195738315582275,0.1055934429168701,0.1142957210540771,0.008702278137207,0.0844719409942627,0.0917341709136962,0.0072622299194335,0.1109602451324462,0.350900650024414,0.2399404048919677,0.0874643325805664,0.2522873878479004,0.1648230552673339,0.2530624866485595,0.2949070930480957,0.0418446063995361,0.1173803806304931,0.1280491352081298,0.0106687545776367,0.1077215671539306,0.1199214458465576,0.0121998786926269,0.0989208221435546,0.1700775623321533,0.0711567401885986,0.13407564163208,0.1502373218536377,0.0161616802215576,0.1173341274261474
0.0959525108337402,0.2722046375274658,0.1762521266937255,0.0826671123504638,0.2589192390441894,0.1048591136932373,0.0835452079772949,0.1455612182617187,0.0620160102844238,0.1104259490966796,0.3226463794708252,0.2122204303741455,0.0998909473419189,0.2590537071228027,0.1591627597808838,0.2386491298675537,0.2542705535888672,0.0156214237213134,0.1564338207244873,0.1564338207244873,0.0,0.081721544265747,0.1603329181671142,0.0786113739013671,0.0763895511627197,0.3518939018249511,0.2755043506622314,0.1185190677642822,0.1354084014892578,0.0168893337249755,0.101682424545288
0.0907857418060302,0.2166924476623535,0.1259067058563232,0.1083650588989257,0.234271764755249,0.1251997947692871,0.0943391323089599,0.1099612712860107,0.0156221389770507,0.0926334857940673,0.378953218460083,0.2863197326660156,0.0882308483123779,0.2309415340423584,0.1427106857299804,0.2326526641845703,0.2974257469177246,0.0647730827331543,0.1140475273132324,0.1788206100463867,0.129042387008667,0.1474556922912597,0.1489949226379394,0.0015392303466796,0.0956275463104248,0.3399865627288818,0.244359016418457,0.1173632144927978,0.1893849372863769,0.0720217227935791,0.1212034225463867
0.1016962528228759,0.2167794704437255,0.1150832176208496,0.1019620895385742,0.1121795177459716,0.0102174282073974,0.0850436687469482,0.1126492023468017,0.0276055335998535,0.0823945999145507,0.5156252384185791,0.4332306385040283,0.0940921306610107,0.2799324989318847,0.185840368270874,0.2063815593719482,0.2255332469940185,0.0191516876220703,0.11086106300354,0.1197295188903808,0.0088684558868408,0.1164441108703613,0.1297004222869873,0.0132563114166259,0.0887448787689209,0.1282997131347656,0.0395548343658447,0.1132137775421142,0.1329872608184814,0.0197734832763671,0.0838105678558349
0.1441118717193603,0.2598860263824463,0.1157741546630859,0.1113309860229492,0.1213417053222656,0.0100107192993164,0.0686709880828857,0.0810544490814209,0.0123834609985351,0.0960829257965087,0.2873950004577636,0.1913120746612548,0.0922963619232177,0.2980268001556396,0.2057304382324218,0.1941981315612793,0.209857702255249,0.0156595706939697,0.0983703136444091,0.1071610450744628,0.0087907314300537,0.1345796585083007,0.1502275466918945,0.0156478881835937,0.1221778392791748,0.1221778392791748,0.0,0.1307878494262695,0.187180757522583,0.0563929080963134,0.0815033912658691
0.1256773471832275,0.236865758895874,0.1111884117126464,0.1162633895874023,0.1353342533111572,0.0190708637237548,0.0806217193603515,0.0883522033691406,0.007730484008789,0.1094341278076171,0.2248055934906005,0.1153714656829834,0.0991158485412597,0.2549030780792236,0.1557872295379638,0.2040073871612548,0.2436292171478271,0.0396218299865722,0.1118683815002441,0.1218962669372558,0.0100278854370117,0.1127767562866211,0.13079833984375,0.0180215835571289,0.1072406768798828,0.1371853351593017,0.0299446582794189,0.0913035869598388,0.2694652080535888,0.17816162109375,0.0803987979888916
0.0906293392181396,0.4342298507690429,0.3436005115509033,0.1074965000152587,0.1074965000152587,0.0,0.1101398468017578,0.1101398468017578,0.0,0.1063232421875,0.2488713264465332,0.1425480842590332,0.1022548675537109,0.2451605796813964,0.1429057121276855,0.2468965053558349,0.3577280044555664,0.1108314990997314,0.0752780437469482,0.1861095428466797,0.1131372451782226,0.1150219440460205,0.2508258819580078,0.1358039379119873,0.0889394283294677,0.2947480678558349,0.2058086395263672,0.0884785652160644,0.1461796760559082,0.0577011108398437,0.1074724197387695
0.1005902290344238,0.2028834819793701,0.1022932529449462,0.0962648391723632,0.1985580921173095,0.1201002597808837,0.0874180793762207,0.1639966964721679,0.0765786170959472,0.0960462093353271,0.2707300186157226,0.1746838092803955,0.1208741664886474,0.2933137416839599,0.1724395751953125,0.2201631069183349,0.2277932167053222,0.0076301097869873,0.1041350364685058,0.1124939918518066,0.0083589553833007,0.1049189567565918,0.1498513221740722,0.0449323654174804,0.0833532810211181,0.1606225967407226,0.0772693157196044,0.1012399196624755,0.2217612266540527,0.1205213069915771,0.1129124164581298
0.1128222942352294,0.1806995868682861,0.0678772926330566,0.1139826774597168,0.1289916038513183,0.0150089263916015,0.0911064147949218,0.1004970073699951,0.0093905925750732,0.0974292755126953,0.6817221641540527,0.5842928886413574,0.1002852916717529,0.3063454627990722,0.2060601711273193,0.1669070720672607,0.1759178638458252,0.0090107917785644,0.1361305713653564,0.1472840309143066,0.0111534595489501,0.0836079120635986,0.116260290145874,0.0326523780822753,0.1010911464691162,0.2387244701385498,0.1376333236694336,0.117837905883789,0.3708112239837646,0.2529733180999756,0.1200408935546875
0.1260299682617187,0.2896652221679687,0.16363525390625,0.0872316360473632,0.2508668899536133,0.1012275218963623,0.0983963012695312,0.1084356307983398,0.0100393295288085,0.0915744304656982,0.6617767810821533,0.5702023506164551,0.1088049411773681,0.4906449317932129,0.3818399906158447,0.2495560646057129,0.297037124633789,0.0474810600280761,0.1224019527435302,0.1698830127716064,0.1354167461395263,0.1016712188720703,0.1477935314178466,0.0461223125457763,0.0671164989471435,0.099973440170288,0.0328569412231445,0.1129910945892334,0.2926681041717529,0.1796770095825195,0.064547061920166
0.0797111988067627,0.1627190113067627,0.0830078125,0.1137433052062988,0.1237890720367431,0.0100457668304443,0.0771296024322509,0.0975151062011718,0.0203855037689209,0.1139509677886962,0.3446118831634521,0.2306609153747558,0.1194326877593994,0.3288071155548095,0.2093744277954101,0.2057609558105468,0.3516180515289306,0.1458570957183838,0.1347365379333496,0.1684858798980713,0.0337493419647216,0.1151063442230224,0.132171630859375,0.0170652866363525,0.1074802875518798,0.3037691116333008,0.1962888240814209,0.1059145927429199,0.1956579685211181,0.0897433757781982,0.0906164646148681
0.1100354194641113,0.2540805339813232,0.1440451145172119,0.0754249095916748,0.2194700241088867,0.1068778038024902,0.1343641281127929,0.1638569831848144,0.0294928550720214,0.1127598285675048,0.7127063274383545,0.5999464988708496,0.0924618244171142,0.2931356430053711,0.2006738185882568,0.2135794162750244,0.3286590576171875,0.115079641342163,0.1260406970977783,0.2411203384399414,0.1506109237670898,0.1135470867156982,0.1727221012115478,0.0591750144958496,0.1006507873535156,0.168652057647705,0.0680012702941894,0.1182303428649902,0.1905477046966552,0.072317361831665,0.0998775959014892
0.1210761070251464,0.2987031936645508,0.1776270866394043,0.0826711654663086,0.2602982521057129,0.0986800193786621,0.0938649177551269,0.1608996391296386,0.0670347213745117,0.1176245212554931,0.2713639736175537,0.1537394523620605,0.0919990539550781,0.2922689914703369,0.2002699375152588,0.204315185546875,0.2638759613037109,0.0595607757568359,0.1264450550079345,0.1860058307647705,0.1404576301574707,0.1570572853088379,0.1610586643218994,0.0040013790130615,0.1314005851745605,0.1716408729553222,0.0402402877807617,0.1124205589294433,0.186133861541748,0.0737133026123046,0.1287434101104736
0.1195461750030517,0.2308752536773681,0.1113290786743164,0.0734288692474365,0.1847579479217529,0.1159007549285888,0.1147296428680419,0.1669325828552246,0.0522029399871826,0.14078950881958,0.3241159915924072,0.1833264827728271,0.1052567958831787,0.3344678878784179,0.2292110919952392,0.2376101016998291,0.3141365051269531,0.076526403427124,0.123502492904663,0.2000288963317871,0.1563878059387207,0.1153290271759033,0.1389698982238769,0.0236408710479736,0.1286356449127197,0.145092487335205,0.0164568424224853,0.1165602207183837,0.248406171798706,0.1318459510803222,0.1330263614654541
0.1403968334197998,0.2660713195800781,0.1256744861602783,0.0941150188446044,0.1097750663757324,0.0156600475311279,0.1244151592254638,0.13069748878479,0.0062823295593261,0.1182532310485839,0.2668867111206054,0.1486334800720214,0.0945196151733398,0.2705719470977783,0.1760523319244384,0.1983332633972168,0.2776141166687011,0.0792808532714843,0.1459720134735107,0.2252528667449951,0.1689975261688232,0.1245830059051513,0.1015574932098388,0.1416409015655517,0.1075696945190429,0.310349702835083,0.20278000831604,0.1529414653778076,0.222797155380249,0.0698556900024414,0.1202630996704101
0.1211864948272705,0.315364122390747,0.1941776275634765,0.0947818756103515,0.0958120822906494,0.0010302066802978,0.1092817783355712,0.1297476291656494,0.0204658508300781,0.1247014999389648,0.443840742111206,0.3191392421722412,0.101292610168457,0.3203403949737549,0.2190477848052978,0.2157068252563476,0.2709436416625976,0.05523681640625,0.1383013725280761,0.1609673500061035,0.0226659774780273,0.0910208225250244,0.1136868000030517,0.1181075572967529,0.115363597869873,0.2409591674804687,0.1255955696105957,0.1225430965423584,0.1806235313415527,0.0580804347991943,0.1265718936920166
0.120389699935913,0.2494006156921386,0.1290109157562255,0.0931372642517089,0.1023535728454589,0.00921630859375,0.0804710388183593,0.1313700675964355,0.0508990287780761,0.1152522563934326,0.2366890907287597,0.1214368343353271,0.1089756488800048,0.2593626976013183,0.1503870487213134,0.1811296939849853,0.2282567024230957,0.0471270084381103,0.1459541320800781,0.1534671783447265,0.0075130462646484,0.0891914367675781,0.0967044830322265,0.1319060325622558,0.1109633445739746,0.2213747501373291,0.1104114055633544,0.0756330490112304,0.5958037376403809,0.5201706886291504,0.1339180469512939
0.114708662033081,0.2713766098022461,0.156667947769165,0.094355821609497,0.2510237693786621,0.1116158962249755,0.1054184436798095,0.1084327697753906,0.003014326095581,0.1073060035705566,0.6221492290496826,0.514843225479126,0.0752167701721191,0.2884938716888428,0.2132771015167236,0.2200953960418701,0.2311093807220459,0.0110139846801757,0.1050319671630859,0.1297237873077392,0.0246918201446533,0.1313326358795166,0.1464645862579345,0.0151319503784179,0.0915989875793457,0.1539545059204101,0.0623555183410644,0.1046535968780517,0.1917183399200439,0.0870647430419921,0.108499526977539
0.1047496795654296,0.1838207244873047,0.079071044921875,0.0999038219451904,0.1193404197692871,0.0194365978240966,0.0728909969329834,0.0876350402832031,0.0147440433502197,0.0895540714263916,0.1996450424194336,0.1100909709930419,0.1202538013458252,0.21281099319458,0.0925571918487548,0.2413265705108642,0.2533838748931885,0.0120573043823242,0.1143927574157714,0.1563856601715088,0.0419929027557373,0.1088290214538574,0.1203935146331787,0.0115644931793212,0.11134934425354,0.1401524543762207,0.0288031101226806,0.1641335487365722,0.2601375579833984,0.0960040092468261,0.1259562969207763
0.1212711334228515,0.2596867084503174,0.1384155750274658,0.0878641605377197,0.2262797355651855,0.1034920215606689,0.1006810665130615,0.1166810989379882,0.0160000324249267,0.0865302085876464,0.2290613651275634,0.142531156539917,0.0893487930297851,0.2521331310272217,0.1627843379974365,0.2490246295928955,0.3623943328857422,0.1133697032928466,0.0999066829681396,0.1192691326141357,0.019362449645996,0.1226632595062255,0.161726713180542,0.0390634536743164,0.1028394699096679,0.1666574478149414,0.0638179779052734,0.1376674175262451,0.2737398147583008,0.1360723972320556,0.141075849533081
